claim_policy,coverage_dimension,endpoint_id,measurement_label,reason,schema_version,scope_exclusion_id,source_id,source_kind,source_manifest_sha256,status
explicitly_excluded_not_tested,tool_calling,qwen3.8-max,Adaptive tool +1 boundary discovery,not part of this fixed plan; report as untested rather than inferred,digitalocean_direct_scope_exclusion_v1,adaptive_tool_over_limit_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,tool_calling,qwen3.5-397b-a17b,Adaptive tool +1 boundary discovery,not part of this fixed plan; report as untested rather than inferred,digitalocean_direct_scope_exclusion_v1,adaptive_tool_over_limit_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,arcee-trinity-large-thinking,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,deepseek-v4-flash-0731,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,gemma-4-31B-it,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,glm-5.2,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,kimi-k3,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,minimax-m2.5,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,mimo-v2.5-pro,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,nemotron-3-ultra-550b,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,nvidia-nemotron-3-super-120b,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,openai-gpt-oss-120b,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,qwen3.8-max,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
explicitly_excluded_not_tested,post_overload_recovery,qwen3.5-397b-a17b,Conditional HTTP 429/5xx retry-backoff behavior,"a separate recovery experiment, not part of this no-retry capability measurement lane",digitalocean_direct_scope_exclusion_v1,conditional_retry_backoff_followups,do-direct-capability-20260823,direct_breadth,9944d094a6013ca84eade9e85c56ea6849765b10e4f503c8fd69a96c3797a7f0,untested
